source,id,ossl_method,name,abbrev,unit,n_available_selMaster,n_available_allMaster,description
kssl_analyte,155,usda.a155,"Ferromagnesium Mineral, petro_count",min_FM_petro_count,count,166,166,to be added
kssl_analyte,1286,usda.a1286,"Ferromagnesium Mineral, x-ray pm",min_FM_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,480,usda.a480,"Fiber Type, Histosol",fib_type,(NA),NA,NA,The kind of sapric or limnic material that composes more than half the organic material.
kssl_analyte,259,usda.a259,"Fiber, Rubbed",fib_rb,% vol,NA,1533,Rubbed fiber is an approximate measure of the fibric portion of the organic matter in a sample. It is reported as a volume percent of the sample.
kssl_analyte,260,usda.a260,"Fiber, Unrubbed",fib_urb,% vol,NA,1535,Unrubbed fiber is an approximate measure of the fibric and hemic portions of the organic matter in a sample. It is reported as a volume percent of the sample.
kssl_analyte,43,usda.a43,"Field Water Content, <2mm",fw_l2,% wt,NA,2266,"The field water content of a bulk sample, <2mm is the gravimetric water content of a sample, as collected. It is reported as percent gravimetric water on a <2 mm base."
kssl_calc,27,usda.c27,"Field Water Content, Bulk Sample, Whole Soil",fw_w,% wt,NA,NA,"The field water content of a bulk sample, whole soil is the gravimetric water content of a sample, as collected. It is reported as percent gravimetric water on a whole soil base."
kssl_analyte,602,usda.a602,"Field Water Content, Clod",fw_clod,% wt,NA,43,Field H20 content by compliant cavity is the field water content of the material removed in a compliant cavity bulk density determination. It is reported as percent gravimetric water on a <2 mm base.
kssl_analyte,20,usda.a20,"Field Water Content, Compliant Cavity",fw_cc,% wt,NA,921,Field H20 content by core is the field water content of the material from a core bulk density determination. It is reported as percent gravimetric water on a <2 mm base.
kssl_analyte,601,usda.a601,"Field Water Content, Core",fw_core,% wt,NA,7610,Field H20 content by clod is the field water content of the clod bulk density determination. It is reported as percent gravimetric water on a <2 mm base.
kssl_analyte,1480,usda.a1480,"Field Water Content, Field Core",fw_fc,% wt,NA,3133,Field H20 content by field core is the field water content of the material from a field core bulk density determination. It is reported as percent gravimetric water on a <2 mm base.
kssl_analyte,1500,usda.a1500,"Field Water Content, Syringe",fw_sy,% wt,NA,NA,Field H20 content by syringe is the field water content of the material from a syringe bulk density determination. It is reported as percent gravimetric water on a <2 mm base.
kssl_analyte,1475,usda.a1475,"flourometric, ß-Glucosidase",fluorometric,umol/g hr,NA,NA,The florescence based on ß-Glucosidase calibration.
kssl_analyte,798,usda.a798,"Fluorapatite, x-ray",min_FT_x-ray,peak_size,NA,NA,to be added
kssl_analyte,373,usda.a373,"Fluoride, Saturation Extract",fl_satx,mmol(-)/L,9325,9390,"Fluoride in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,1190,usda.a1190,"Fluoride, Water",fl_wat,µg/L,NA,NA,Fluoride in the water sample.
kssl_analyte,1149,usda.a1149,"Fluoride, water extract",fl_watx,µg/kg,931,995,Fluoride in the water extract. It is reported as meq per liter of extract.
kssl_analyte,156,usda.a156,"Fluorite, petro_count",min_FU_petro_count,count,NA,NA,to be added
kssl_analyte,1287,usda.a1287,"Fluorite, x-ray pm",min_FU_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,787,usda.a787,"FMOD, Bio, <2 mm",FMODBlt2,(NA),NA,37,The Field Moist to Oven Dry ratio for a biology sample.
kssl_analyte,794,usda.a794,"FMOD, Bio, whole soil",FMODBwh,(NA),51,356,The Field Moist to Oven Dry ratio for a biology sample.
kssl_analyte,157,usda.a157,"Foraminifera, petro_count",min_FF_petro_count,count,81,81,to be added
kssl_analyte,1288,usda.a1288,"Foraminifera, x-ray pm",min_FF_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,158,usda.a158,"Galena, petro_count",min_GG_petro_count,count,NA,NA,to be added
kssl_analyte,1289,usda.a1289,"Galena, x-ray pm",min_GG_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,159,usda.a159,"Garnet, petro_count",min_GN_petro_count,count,2640,2640,to be added
kssl_analyte,1290,usda.a1290,"Garnet, x-ray pm",min_GN_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,55,usda.a55,"Gibbsite, dsc",min_GI_dsc,%,35,35,to be added
kssl_analyte,160,usda.a160,"Gibbsite, petro_count",min_GI_petro_count,count,NA,NA,to be added
kssl_analyte,387,usda.a387,"Gibbsite, tga",min_GI_tga,%,332,334,to be added
kssl_analyte,438,usda.a438,"Gibbsite, x-ray",min_GI_x-ray,peak_size,685,685,to be added
kssl_analyte,1291,usda.a1291,"Gibbsite, x-ray pm",min_GI_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,98,usda.a98,"Glass Aggregates, glass_count",min_GA_glass_count,count,1959,1960,to be added
kssl_analyte,161,usda.a161,"Glass Aggregates, petro_count",min_GA_petro_count,count,592,592,to be added
kssl_analyte,1292,usda.a1292,"Glass Aggregates, x-ray pm",min_GA_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,162,usda.a162,"Glass Coated Feldspar, petro_count",min_FG_petro_count,count,377,377,to be added
kssl_analyte,1293,usda.a1293,"Glass Coated Feldspar, x-ray pm",min_FG_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,163,usda.a163,"Glass Coated Grain, petro_count",min_GC_petro_count,count,1131,1131,to be added
kssl_analyte,1294,usda.a1294,"Glass Coated Grain, x-ray pm",min_GC_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,164,usda.a164,"Glass Coated Hornblende, petro_count",min_HG_petro_count,count,150,150,to be added
kssl_analyte,1295,usda.a1295,"Glass Coated Hornblende, x-ray pm",min_HG_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,165,usda.a165,"Glass Coated Opaque, petro_count",min_OG_petro_count,count,198,198,to be added
kssl_analyte,1296,usda.a1296,"Glass Coated Opaque, x-ray pm",min_OG_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,166,usda.a166,"Glass Coated Quartz, petro_count",min_QG_petro_count,count,197,197,to be added
kssl_analyte,1297,usda.a1297,"Glass Coated Quartz, x-ray pm",min_QG_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,814,usda.c814,"Glass Content, Total, GP prep, cs",glass_content_tot_cs,%,NA,NA,"Total percentage of glass minerals in the Coarse Sand, 0.5 to 1 mm particle size fracton."
kssl_calc,815,usda.c815,"Glass Content, Total, GP prep, csi",glass_content_tot_csi,%,NA,NA,"Total percentage of glass minerals in the Coarse Silt, 0.02 to 0.05 mm particle size fracton."
kssl_calc,816,usda.c816,"Glass Content, Total, GP prep, fs",glass_content_tot_fs,%,NA,NA,"Total percentage of glass minerals in the Fine Sand, 0.1 to 0.25 mm particle size fracton."
kssl_calc,817,usda.c817,"Glass Content, Total, GP prep, ms",glass_content_tot_ms,%,NA,NA,"Total percentage of glass minerals in the Medium Sand, 0.25 to 0.5 particle size fracton."
kssl_calc,818,usda.c818,"Glass Content, Total, GP prep, vcs",glass_content_tot_vcs,%,NA,NA,"Total percentage of glass minerals in the Very Coarse Sand, 1 to 2 mm particle size fracton."
kssl_calc,819,usda.c819,"Glass Content, Total, GP prep, vfs",glass_content_tot_vfs,%,NA,NA,"Total percentage of glass minerals in the Very Fine Sand, 0.05 to 0.1 mm particle size fracton."
kssl_calc,743,usda.c743,"Glass Content, Total, N prep, cs",glass_content_tot_cs,%,1,1,"Total percentage of glass minerals in the Coarse Sand, 0.5 to 1 mm particle size fracton."
kssl_calc,739,usda.c739,"Glass Content, Total, N prep, csi",glass_content_tot_csi,%,14,14,"Total percentage of glass minerals in the Coarse Silt, 0.02 to 0.05 mm particle size fracton."
kssl_calc,741,usda.c741,"Glass Content, Total, N prep, fs",glass_content_tot_fs,%,5,5,"Total percentage of glass minerals in the Fine Sand, 0.1 to 0.25 mm particle size fracton."
kssl_calc,742,usda.c742,"Glass Content, Total, N prep, ms",glass_content_tot_ms,%,NA,NA,"Total percentage of glass minerals in the Medium Sand, 0.25 to 0.5 particle size fracton."
kssl_calc,744,usda.c744,"Glass Content, Total, N prep, vcs",glass_content_tot_vcs,%,NA,NA,"Total percentage of glass minerals in the Very Coarse Sand, 1 to 2 mm particle size fracton."
kssl_calc,740,usda.c740,"Glass Content, Total, N prep, vfs",glass_content_tot_vfs,%,NA,NA,"Total percentage of glass minerals in the Very Fine Sand, 0.05 to 0.1 mm particle size fracton."
kssl_calc,736,usda.c736,"Glass Content, Total, S prep, cs",glass_content_tot_cs,%,1,1,"Total percentage of glass minerals in the Coarse Sand, 0.5 to 1 mm particle size fracton."
kssl_calc,732,usda.c732,"Glass Content, Total, S prep, csi",glass_content_tot_csi,%,4634,4634,"Total percentage of glass minerals in the Coarse Silt, 0.02 to 0.05 mm particle size fracton."
kssl_calc,734,usda.c734,"Glass Content, Total, S prep, fs",glass_content_tot_fs,%,1763,1763,"Total percentage of glass minerals in the Fine Sand, 0.1 to 0.25 mm particle size fracton."
kssl_calc,735,usda.c735,"Glass Content, Total, S prep, ms",glass_content_tot_ms,%,35,35,"Total percentage of glass minerals in the Medium Sand, 0.25 to 0.5 particle size fracton."
kssl_calc,737,usda.c737,"Glass Content, Total, S prep, vcs",glass_content_tot_vcs,%,NA,NA,"Total percentage of glass minerals in the Very Coarse Sand, 1 to 2 mm particle size fracton."
kssl_calc,733,usda.c733,"Glass Content, Total, S prep, vfs",glass_content_tot_vfs,%,565,565,"Total percentage of glass minerals in the Very Fine Sand, 0.05 to 0.1 mm particle size fracton."
kssl_calc,820,usda.c820,"Glass Content, Wt Avg, GP prep",glass_content_wt_avg,%,NA,NA,"Weighted average of glass minerals in the .02 to 2 mm particle size fraction, based on particle size distribution percentages."
kssl_calc,745,usda.c745,"Glass Content, Wt Avg, N prep",glass_content_wt_avg,%,4,4,"Weighted average of glass minerals in the .02 to 2 mm particle size fraction, based on particle size distribution percentages."
kssl_calc,738,usda.c738,"Glass Content, Wt Avg, S prep",glass_content_wt_avg,%,940,940,"Weighted average of glass minerals in the .02 to 2 mm particle size fraction, based on particle size distribution percentages."
kssl_analyte,100,usda.a100,"Glass-coated Feldspar, glass_count",min_FG_glass_count,count,841,841,to be added
kssl_analyte,101,usda.a101,"Glass-coated Grain, glass_count",min_GC_glass_count,count,3177,3177,to be added
kssl_analyte,102,usda.a102,"Glass-coated Hornblende, glass_count",min_HG_glass_count,count,221,221,to be added
kssl_analyte,103,usda.a103,"Glass-coated Opaques, glass count",min_OG_glass_count,%,326,326,Glass-coated Opaques percentage of
kssl_analyte,104,usda.a104,"Glass-coated Quartz, glass_count",min_QG_glass_count,count,387,387,to be added
kssl_analyte,99,usda.a99,"Glass, glass_count",min_GS_glass_count,count,4091,4092,to be added
kssl_analyte,167,usda.a167,"Glass, petro_count",min_GS_petro_count,count,2768,2768,to be added
kssl_analyte,1298,usda.a1298,"Glass, x-ray pm",min_GS_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,105,usda.a105,"Glassy Materials, glass_count",min_GM_glass_count,count,164,164,to be added
kssl_analyte,168,usda.a168,"Glassy Materials, petro_count",min_GM_petro_count,count,122,122,to be added
kssl_analyte,1299,usda.a1299,"Glassy Materials, x-ray pm",min_GM_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,169,usda.a169,"Glauconite, petro_count",min_GL_petro_count,count,14,14,to be added
kssl_analyte,439,usda.a439,"Glauconite, x-ray",min_GL_x-ray,peak_size,NA,NA,to be added
kssl_analyte,1300,usda.a1300,"Glauconite, x-ray pm",min_GL_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,170,usda.a170,"Glaucophane, petro_count",min_GO_petro_count,count,37,37,to be added
kssl_analyte,1301,usda.a1301,"Glaucophane, x-ray pm",min_GO_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,1468,usda.a1468,"Goethite, dsc",min_GE_dsc,%,4,4,to be added
kssl_analyte,171,usda.a171,"Goethite, petro_count",min_GE_petro_count,count,6,6,to be added
kssl_analyte,388,usda.a388,"Goethite, tga",min_GE_tga,%,343,344,To Be Added
kssl_analyte,440,usda.a440,"Goethite, x-ray",min_GE_x-ray,peak_size,895,896,to be added
kssl_analyte,1302,usda.a1302,"Goethite, x-ray pm",min_GE_x-ray_pm,peak_size,3,3,to be added
kssl_analyte,172,usda.a172,"Gold, petro_count",min_GD_petro_count,count,NA,NA,to be added
kssl_analyte,1303,usda.a1303,"Gold, x-ray pm",min_GD_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,28,usda.c28,Gradation Curvature,g_crvtur,(NA),48190,48190,The coefficient of curvature is a descriptive parameter calculated from the cumulative grain size distribution curve (gradation curve). It is used in the Unified Soil Classification System to evaluate grading characteristics of coarse materials.
kssl_calc,29,usda.c29,Gradation Uniformity,g_ufrmty,(NA),48189,48189,The coefficient of uniformity is a descriptive parameter calculated from the cumulative grain size distribution curve (gradation curve). It is used in the Unified Soil Classification System to evaluate grading characteristics of coarse materials.
kssl_analyte,666,usda.a666,Gypsum 2-20mm Calculation Factor,gyp_2_20_factor,(NA),NA,108,Factor used to calculate corrected Gypsum and ADOD values
kssl_analyte,659,usda.a659,Gypsum Calculation Factor,gypl2_factor,(NA),144,6591,Factor used to calculate corrected Gypsum and ADOD values
kssl_calc,183,usda.c183,"Gypsum, <20 mm",gypl20,% wt,98,98,Calcium sulfate as gypsum in the <20 mm fraction is reported as a gravimetric percent on a <20 mm base.
kssl_analyte,1469,usda.a1469,"Gypsum, dsc",min_GY_dsc,%,NA,NA,to be added
kssl_analyte,1219,usda.a1219,"Gypsum, Equivalent Content",gypsum_ec,% wt,348,348,to be added
kssl_analyte,1426,usda.a1426,"Gypsum, MIR predicted, unscreened",gypsum_ump,% wt,508,56539,Gypsum is predicted using a MIR spectrophotometer reading of the 80-mesh sieved air-dry soil and a model from a set of MIR scans.
kssl_analyte,173,usda.a173,"Gypsum, petro_count",min_GY_petro_count,count,69,69,to be added
kssl_calc,1123,usda.c1123,"Gypsum, screened MIR predicted, N",gypsum_smp,% wt,NA,NA,to be added
kssl_calc,1120,usda.c1120,"Gypsum, screened MIR predicted, S",gypsum_smp,% wt,250,250,to be added
kssl_calc,1121,usda.c1121,"Gypsum, screened MIR predicted, SK",gypsum_smp,% wt,NA,NA,to be added
kssl_calc,1122,usda.c1122,"Gypsum, screened MIR predicted,GP",gypsum_smp,% wt,NA,NA,to be added
kssl_analyte,386,usda.a386,"Gypsum, tga",min_GY_tga,%,22,22,to be added
kssl_analyte,441,usda.a441,"Gypsum, x-ray",min_GY_x-ray,peak_size,29,29,to be added
kssl_analyte,1304,usda.a1304,"Gypsum, x-ray pm",min_GY_x-ray_pm,peak_size,11,11,to be added
kssl_analyte,1447,usda.a1447,"Hafnium, X-Ray Flourescence Element",hf_pxrf,ppm,NA,13,Hafnium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,635,usda.a635,"Halite, petro_count",min_HA_petro_count,count,NA,NA,to be added
kssl_analyte,1239,usda.a1239,"Halite, x-ray",min_HA_x-ray,peak_size,20,20,to be added
kssl_analyte,1389,usda.a1389,"Halite, x-ray pm",min_HA_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,1472,usda.a1472,"Halloysite, dsc",min_KH_dsc,%,NA,NA,to be added
kssl_analyte,174,usda.a174,"Halloysite, petro_count",min_KH_petro_count,count,NA,NA,to be added
kssl_analyte,1411,usda.a1411,"Halloysite, tga",min_KH_tga,%,13,13,to be added
kssl_analyte,442,usda.a442,"Halloysite, x-ray",min_KH_x-ray,peak_size,231,231,to be added
kssl_analyte,1305,usda.a1305,"Halloysite, x-ray pm",min_KH_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,175,usda.a175,"Hematite, petro_count",min_HE_petro_count,count,28,28,to be added
kssl_analyte,443,usda.a443,"Hematite, x-ray",min_HE_x-ray,peak_size,325,326,to be added
kssl_analyte,1306,usda.a1306,"Hematite, x-ray pm",min_HE_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,176,usda.a176,"Hornblende, petro_count",min_HN_petro_count,count,4119,4119,to be added
kssl_analyte,444,usda.a444,"Hornblende, x-ray",min_HN_x-ray,peak_size,18,18,to be added
kssl_analyte,1307,usda.a1307,"Hornblende, x-ray pm",min_HN_x-ray_pm,peak_size,1,1,to be added
kssl_analyte,177,usda.a177,"Hydrobiotite, petro_count",min_HB_petro_count,count,267,267,to be added
kssl_analyte,445,usda.a445,"Hydrobiotite, x-ray",min_HB_x-ray,peak_size,7,7,to be added
kssl_analyte,1308,usda.a1308,"Hydrobiotite, x-ray pm",min_HB_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,1039,usda.a1039,"Hydroxy-Interlayer Smectite, petro_count",min_HS_petro_count,count,NA,NA,to be added
kssl_analyte,858,usda.a858,"Hydroxy-Interlayer Smectite, x-ray",min_HS_x-ray,peak_size,73,73,to be added
kssl_analyte,1040,usda.a1040,"Hydroxy-Interlayer Vermiculite, petro_count",min_HV_petro_count,count,NA,NA,to be added
kssl_analyte,859,usda.a859,"Hydroxy-Interlayer Vermiculite, x-ray",min_HV_x-ray,peak_size,386,386,to be added
kssl_analyte,179,usda.a179,"Iddingsite, petro_count",min_ID_petro_count,count,NA,NA,to be added
kssl_analyte,1309,usda.a1309,"Iddingsite, x-ray pm",min_ID_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,636,usda.a636,"Illite (Hydromuscovite), petro_count",min_IL_petro_count,count,NA,NA,to be added
kssl_analyte,446,usda.a446,"Illite (Hydromuscovite), x-ray",min_IL_x-ray,peak_size,NA,NA,to be added
kssl_analyte,1390,usda.a1390,"Illite (Hydromuscovite), x-ray pm",min_IL_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,180,usda.a180,"Iron Oxide-Coated Quartz, petro_count",min_QI_petro_count,count,423,423,to be added
kssl_analyte,1310,usda.a1310,"Iron Oxide-Coated Quartz, x-ray pm",min_QI_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,181,usda.a181,"Iron Oxides (Goethite, Magnetite, Hematite, Li), petro_count",min_FE_petro_count,count,4819,4819,to be added
kssl_analyte,1311,usda.a1311,"Iron Oxides (Goethite, Magnetite, Hematite, Li), x-ray pm",min_FE_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,66,usda.a66,"Iron, Dithionite Citrate Extractable",fe_dith,% wt,29907,31441,"Dithionite citrate extractable iron is considered a general measure of total pedogenic iron. It provides inferences on the amount of iron in various forms, P fixing potential, aggregate stability, and degree of weathering. Reported as grav % on <2mm."
kssl_analyte,1064,usda.a1064,"Iron, Element Mehlich3 Extractable",fe_el_meh3,mg/kg,1578,1643,The iron extracted by the Mehlich III solution.
kssl_analyte,730,usda.a730,"Iron, KCl Extractable",fe_kcl,mg/kg,NA,NA,The KCl extractable iron approximates the exchangeable or plant available fraction. It is reported as milligrams per kilogram on a <2 mm base.
kssl_analyte,671,usda.a671,"Iron, Major Element",fe_mjelm,mg/kg,NA,7713,Total Fe is the iron measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as per      cent oxide on the base of the size fraction used.
kssl_analyte,1508,usda.a1508,"Iron, Major Element XRF",fe_mjelm_xrf,mg/kg,NA,NA,Total Fe is the iron measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as per      cent oxide on the base of the size fraction used.
kssl_analyte,60,usda.a60,"Iron, Oxalate Extractable",fe_ox,% wt,27103,28545,Ammonium oxalate extractable iron is considered a measure of the noncrystalline Fe in soils. It provides some inferences of the amount of Fe in various forms. It is reported as gravimetric % on a <2mm base.
kssl_calc,1310,usda.c1310,"Iron, Oxalate times 2, GP prep, Disp, Inst Set 1",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1035,usda.c1035,"Iron, Oxalate times 2, GP prep, Inst Set 1",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1036,usda.c1036,"Iron, Oxalate times 2, GP prep, Inst Set 2",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1037,usda.c1037,"Iron, Oxalate times 2, GP prep, Inst Set 3",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1038,usda.c1038,"Iron, Oxalate times 2, GP prep, Inst Set 4",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1155,usda.c1155,"Iron, Oxalate times 2, GP prep, Inst Set 5",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1311,usda.c1311,"Iron, Oxalate times 2, M prep, Disp, Inst Set 1",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1039,usda.c1039,"Iron, Oxalate times 2, M prep, Inst Set 1",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1040,usda.c1040,"Iron, Oxalate times 2, M prep, Inst Set 2",fetimes2_ox,% wt,5,5,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1041,usda.c1041,"Iron, Oxalate times 2, M prep, Inst Set 3",fetimes2_ox,% wt,20,20,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1042,usda.c1042,"Iron, Oxalate times 2, M prep, Inst Set 4",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1156,usda.c1156,"Iron, Oxalate times 2, M prep, Inst Set 5",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. G prep.
kssl_calc,1309,usda.c1309,"Iron, Oxalate times 2, N prep, Disp, Inst Set 1",fetimes2_ox,% wt,99,99,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1031,usda.c1031,"Iron, Oxalate times 2, N prep, Inst Set 1",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1032,usda.c1032,"Iron, Oxalate times 2, N prep, Inst Set 2",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1033,usda.c1033,"Iron, Oxalate times 2, N prep, Inst Set 3",fetimes2_ox,% wt,4,4,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1034,usda.c1034,"Iron, Oxalate times 2, N prep, Inst Set 4",fetimes2_ox,% wt,329,329,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1154,usda.c1154,"Iron, Oxalate times 2, N prep, Inst Set 5",fetimes2_ox,% wt,NA,NA,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base.  N prep.
kssl_calc,1308,usda.c1308,"Iron, Oxalate times 2, S prep, Disp, Inst Set 1",fetimes2_ox,% wt,3671,3671,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1027,usda.c1027,"Iron, Oxalate times 2, S prep, Inst Set 1",fetimes2_ox,% wt,57,57,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1028,usda.c1028,"Iron, Oxalate times 2, S prep, Inst Set 2",fetimes2_ox,% wt,69,69,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1029,usda.c1029,"Iron, Oxalate times 2, S prep, Inst Set 3",fetimes2_ox,% wt,556,556,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1030,usda.c1030,"Iron, Oxalate times 2, S prep, Inst Set 4",fetimes2_ox,% wt,6091,6091,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_calc,1153,usda.c1153,"Iron, Oxalate times 2, S prep, Inst Set 5",fetimes2_ox,% wt,3349,3349,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_analyte,73,usda.a73,"Iron, Sodium Pyrophosphate Extractable",fe_pyp,% wt,3069,3119,Sodium pyrophosphate extractable iron is assumed to be the fraction associated with organic complexes. It is reported as gravimetric percent on a <2 mm base.
kssl_analyte,399,usda.a399,"Iron, Total",fe_tot,% wt,NA,NA,Total Fe is the iron measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as per      cent oxide on the base of the size fraction used.
kssl_analyte,1205,usda.a1205,"Iron, Water Element",fe_wtelm,µg/L,NA,NA,Total Fe is the iron measured in the water sample.
kssl_analyte,1166,usda.a1166,"Iron, Water Extractable",fe_watx,µg/kg,915,979,The iron extracted by the Water solution.
kssl_analyte,1446,usda.a1446,"Iron, X-Ray Flourescence Element",fe_pxrf,ppm,NA,50,Iron as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,182,usda.a182,"Jarosite, petro_count",min_JO_petro_count,count,NA,NA,to be added
kssl_analyte,1036,usda.a1036,"Jarosite, x-ray",min_JO_x-ray,peak_size,4,4,to be added
kssl_analyte,1312,usda.a1312,"Jarosite, x-ray pm",min_JO_x-ray_pm,peak_size,1,1,to be added
kssl_analyte,56,usda.a56,"Kaolinite, dsc",min_KK_dsc,%,151,151,to be added
kssl_analyte,183,usda.a183,"Kaolinite, petro_count",min_KK_petro_count,count,11,11,to be added
kssl_analyte,389,usda.a389,"Kaolinite, tga",min_KK_tga,%,1385,1386,to be added
kssl_analyte,447,usda.a447,"Kaolinite, x-ray",min_KK_x-ray,peak_size,7837,7845,to be added
kssl_analyte,1313,usda.a1313,"Kaolinite, x-ray pm",min_KK_x-ray_pm,peak_size,17,17,to be added
kssl_analyte,184,usda.a184,"Kyanite, petro_count",min_KY_petro_count,count,6,6,to be added
kssl_analyte,1314,usda.a1314,"Kyanite, x-ray pm",min_KY_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,185,usda.a185,"Labradorite, petro_count",min_FL_petro_count,count,NA,NA,to be added
kssl_analyte,448,usda.a448,"Labradorite, x-ray",min_FL_x-ray,peak_size,NA,NA,to be added
kssl_analyte,1315,usda.a1315,"Labradorite, x-ray pm",min_FL_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,186,usda.a186,"Lamprobolite, petro_count",min_LA_petro_count,count,92,92,to be added
kssl_analyte,1316,usda.a1316,"Lamprobolite, x-ray pm",min_LA_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,487,usda.c487,"LE, Whole Soil, Summed to 1m",COLEws_sum,cm/m,524,536,Summation coefficient of linear extensibility to 1 meter in depth
kssl_analyte,1071,usda.a1071,"Lead, Element Mehlich3 Extractable",pb_el_meh3,mg/kg,1578,1643,The lead extracted by the Mehlich III solution.
kssl_analyte,400,usda.a400,"Lead, Total",pb_tot,mg/kg,NA,NA,Total Pb is the lead measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
