source,id,original_name,import,ossl_name,abbrev,unit,original_description
kssl_calc,1153,"Iron, Oxalate times 2, S prep, Inst Set 5",,,fetimes2_ox,% wt,The amount of ammonium oxalate extractable iron times 2. It is reported a gravimetric percent on a <2 mm base. S prep.
kssl_analyte,73,"Iron, Sodium Pyrophosphate Extractable",,,fe_pyp,% wt,Sodium pyrophosphate extractable iron is assumed to be the fraction associated with organic complexes. It is reported as gravimetric percent on a <2 mm base.
kssl_analyte,399,"Iron, Total",,,fe_tot,% wt,Total Fe is the iron measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as per      cent oxide on the base of the size fraction used.
kssl_analyte,1205,"Iron, Water Element",,,fe_wtelm,µg/L,Total Fe is the iron measured in the water sample.
kssl_analyte,1166,"Iron, Water Extractable",,,fe_watx,µg/kg,The iron extracted by the Water solution.
kssl_analyte,1446,"Iron, X-Ray Flourescence Element",,,fe_pxrf,ppm,Iron as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,182,"Jarosite, petro_count",,,min_JO_petro_count,count,to be added
kssl_analyte,1036,"Jarosite, x-ray",,,min_JO_x-ray,peak_size,to be added
kssl_analyte,1312,"Jarosite, x-ray pm",,,min_JO_x-ray_pm,peak_size,to be added
kssl_analyte,56,"Kaolinite, dsc",,,min_KK_dsc,%,to be added
kssl_analyte,183,"Kaolinite, petro_count",,,min_KK_petro_count,count,to be added
kssl_analyte,389,"Kaolinite, tga",,,min_KK_tga,%,to be added
kssl_analyte,447,"Kaolinite, x-ray",,,min_KK_x-ray,peak_size,to be added
kssl_analyte,1313,"Kaolinite, x-ray pm",,,min_KK_x-ray_pm,peak_size,to be added
kssl_analyte,184,"Kyanite, petro_count",,,min_KY_petro_count,count,to be added
kssl_analyte,1314,"Kyanite, x-ray pm",,,min_KY_x-ray_pm,peak_size,to be added
kssl_analyte,185,"Labradorite, petro_count",,,min_FL_petro_count,count,to be added
kssl_analyte,448,"Labradorite, x-ray",,,min_FL_x-ray,peak_size,to be added
kssl_analyte,1315,"Labradorite, x-ray pm",,,min_FL_x-ray_pm,peak_size,to be added
kssl_analyte,186,"Lamprobolite, petro_count",,,min_LA_petro_count,count,to be added
kssl_analyte,1316,"Lamprobolite, x-ray pm",,,min_LA_x-ray_pm,peak_size,to be added
kssl_calc,487,"LE, Whole Soil, Summed to 1m",,,COLEws_sum,cm/m,Summation coefficient of linear extensibility to 1 meter in depth
kssl_analyte,1071,"Lead, Element Mehlich3 Extractable",,,pb_el_meh3,mg/kg,The lead extracted by the Mehlich III solution.
kssl_analyte,400,"Lead, Total",,,pb_tot,mg/kg,Total Pb is the lead measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,684,"Lead, Trace Element",,,pb_trelm,mg/kg,Total Pb is the lead measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1213,"Lead, Water Element",,,pb_wtelm,µg/L,Total Pb is the lead measured in the water sample.
kssl_analyte,1174,"Lead, Water Extractable",,,pb_watx,µg/kg,The lead extracted by the Water solution.
kssl_analyte,1454,"Lead, X-Ray Flourescence Element",,,pb_pxrf,ppm,Lead as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,638,"Lepidocrocite, petro_count",,,min_LE_petro_count,count,to be added
kssl_analyte,449,"Lepidocrocite, x-ray",,,min_LE_x-ray,peak_size,to be added
kssl_analyte,1392,"Lepidocrocite, x-ray pm",,,min_LE_x-ray_pm,peak_size,to be added
kssl_analyte,187,"Lepidolite, petro_count",,,min_LP_petro_count,count,to be added
kssl_analyte,1317,"Lepidolite, x-ray pm",,,min_LP_x-ray_pm,peak_size,to be added
kssl_analyte,188,"Lepidomelane, petro_count",,,min_LO_petro_count,count,to be added
kssl_analyte,1318,"Lepidomelane, x-ray pm",,,min_LO_x-ray_pm,peak_size,to be added
kssl_analyte,639,"Leucite, petro_count",,,min_LI_petro_count,count,to be added
kssl_analyte,1393,"Leucite, x-ray pm",,,min_LI_x-ray_pm,peak_size,to be added
kssl_analyte,189,"Leucoxene, petro_count",,,min_LU_petro_count,count,to be added
kssl_analyte,1319,"Leucoxene, x-ray pm",,,min_LU_x-ray_pm,peak_size,to be added
kssl_calc,577,Limnic material type,,,limnic_type,(NA),Limnic material type based on soil color and %fiber rubbed
kssl_analyte,190,"Limonite, petro_count",,,min_LM_petro_count,count,to be added
kssl_analyte,1320,"Limonite, x-ray pm",,,min_LM_x-ray_pm,peak_size,to be added
kssl_calc,30,"Linear Extensibility, 1/10 Bar to Ovendry, Whole Soil",,,le_d10w,% len,"Linear extensibility percent, whole soil, 1/10 bar/OD is the percent change in a clod dimension resulting from a water content change from oven dry to 1/10 bar tension. It is reported as percent length change on a whole soil base."
kssl_calc,31,"Linear Extensibility, 1/3 Bar to Ovendry, <2mm",,,le_d3l2,% len,"Linear extensibility percent, <2mm, 1/3 bar/OD is the percent dimensional change of a clod as water content changes from oven dry to 1/3 bar water tension. It is reported as percent length change on a<2 mm base."
kssl_calc,32,"Linear Extensibility, 1/3 Bar to Ovendry, Rewet",,,le_d3rw,% len,"Linear extensibility percent, rewet, 1/3 bar/OD isthe percent dimensional change of a rewet clod as water content changes from oven dry to 1/3 bar tension. It is reported as percent length change on a<2 mm base."
kssl_calc,33,"Linear Extensibility, 1/3 Bar to Ovendry, Whole Soil",,,le_d3w,% len,"Linear extensibility percent, whole soil, 1/3 bar/OD is the percent change in a clod dimension as water content changes from oven dry to 1/3 bar water tension. It is reported as percent length change on a whole soil base."
kssl_calc,35,"Linear Extensibility, 1/3 to 15 Bar, <2mm",,,le_315l2,% len,"Linear extensibility percent, <2 mm, 1/3 bar/15 bar is the percent change in a clod dimension as water content changes from 15 bar to 1/3 bar water tension. It is reported as percent length change on a <2 mm base."
kssl_calc,34,"Linear Extensibility, 1/3 to 15 Bar, Whole Soil",,,le_315w,% len,"Linear extensibility percent, whole soil,1/3 bar/15 bar is the percent change in a clod dimension as water content changes from 15 bar to 1/3 bar tension. It is reported as percent length change on a whole soil base."
kssl_calc,36,"Linear Extensibility, Field Moist To Ovendry",,,le_fmod,% len,"Linear extensibility percent, field moist to ovendry is the percent change in a clod dimension as water content changes from oven dry to field moist water tension. It is reported as percent length change on a <2 mm base."
kssl_analyte,2,"Liquid Limit, Atterberg",,,abgll,% H2O,Atterberg liquid limit is the gravimetric percent water content of the soil at a defined boundary between the liquid and plastic states. It is determined by ASTM method D 4318 and reported as percent water on a <0.4 mm base.
kssl_analyte,191,"Lithiophorite, petro_count",,,min_LT_petro_count,count,to be added
kssl_analyte,1321,"Lithiophorite, x-ray pm",,,min_LT_x-ray_pm,peak_size,to be added
kssl_analyte,641,"Maghemite, petro_count",,,min_MH_petro_count,count,to be added
kssl_analyte,450,"Maghemite, x-ray",,,min_MH_x-ray,peak_size,to be added
kssl_analyte,1395,"Maghemite, x-ray pm",,,min_MH_x-ray_pm,peak_size,to be added
kssl_analyte,192,"Magnesite, petro_count",,,min_ME_petro_count,count,to be added
kssl_analyte,1322,"Magnesite, x-ray pm",,,min_ME_x-ray_pm,peak_size,to be added
kssl_analyte,1066,"Magnesium, Element Mehlich3 Extractable",,,mg_el_meh3,mg/kg,The magnesium extracted by the Mehlich III solution.
kssl_analyte,672,"Magnesium, Major Element",,,mg_mjelm,mg/kg,Total Mg is the magnesium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,1509,"Magnesium, Major Element XRF",,,mg_mjelm_xrf,mg/kg,Total Mg is the magnesium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,77,"Magnesium, Neutral Salt Extractable",,,mg_neutral_salt,cmol(+)/kg,The neutral salt extractable magnesium is the fraction removed by 1.0N NH4Cl.
kssl_analyte,83,"Magnesium, NH4OAc Extractable",,,mg_nh4,cmol(+)/kg,NH4OAC extractable magnesium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Mg if MgCO3 is not present. It is reported as meq per 100 grams on a <2 mm base.
kssl_analyte,724,"Magnesium, NH4OAc Extractable, 2M KCl displacement",,,mg_nh4d,cmol(+)/kg,NH4OAC extractable magnesium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Mg if MgCO3 is not present. It is reported as meq per 100 grams on a <2 mm base.
kssl_analyte,374,"Magnesium, Saturation Extract",,,mg_satx,mmol(+)/L,"Magnesium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,401,"Magnesium, Total",,,mg_tot,% wt,Total Mg is the magnesium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,1183,"Magnesium, Water",,,mg_wat,µg/L,Magnesium in the water sample.
kssl_analyte,1207,"Magnesium, Water Element",,,mg_wtelm,mg/L,Total Mg is the magnesium measured in the water sample.
kssl_analyte,1168,"Magnesium, Water Extractable",,,mg_watx,µg/kg,The magnesium extracted by the Water solution.
kssl_analyte,193,"Magnetite, petro_count",,,min_MG_petro_count,count,to be added
kssl_analyte,451,"Magnetite, x-ray",,,min_MG_x-ray,peak_size,to be added
kssl_analyte,1323,"Magnetite, x-ray pm",,,min_MG_x-ray_pm,peak_size,to be added
kssl_analyte,67,"Manganese, Dithionite Citrate Extractable",,,mn_dith,% wt,Dithionite citrate extractable manganese is considered easily reducible manganese. It is reported as gravimetric percent on a <2 mm base. Values >0.2% are rare.
kssl_analyte,1067,"Manganese, Element Mehlich3 Extractable",,,mn_el_meh3,mg/kg,The manganese extracted by the Mehlich III solution.
kssl_analyte,70,"Manganese, KCl Extractable",,,mn_kcl,mg/kg,The KCl extractable manganese approximates the exchangeable or plant available fraction. It is reported as milligrams per kilogram on a <2 mm base.
kssl_analyte,673,"Manganese, Major Element",,,mn_mjelm,mg/kg,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,1510,"Manganese, Major Element XRF",,,mn_mjelm_xrf,mg/kg,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,61,"Manganese, Oxalate Extractable",,,mn_ox,mg/kg,The ammonium oxalate extractable manganese is assumed to be the fraction held in noncrystalline compounds. It is reported as milligrams per kilogram on a <2 mm base.
kssl_analyte,74,"Manganese, Sodium Pyrophosphate Extractable",,,mn_pyp,% wt,"Sodium pyrophosphate extractable manganese is the fraction extracted by 0.1M sodium pyrophosphate. It was originally considered the portion associated with organic compounds, although subsequent evidence indicates other forms are also removed."
kssl_analyte,402,"Manganese, Total",,,mn_tot,% wt,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,685,"Manganese, Trace Element",,,mn_trelm,mg/kg,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,1208,"Manganese, Water Element",,,mn_wtelm,µg/L,Total Mn is the manganese measured in the water sample.
kssl_analyte,1169,"Manganese, Water Extractable",,,mn_watx,µg/kg,The manganese extracted by the Water solution.
kssl_analyte,1450,"Manganese, X-Ray Flourescence Element",,,mn_pxrf,ppm,Manganese as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,194,"Marcasite, petro_count",,,min_MR_petro_count,count,to be added
kssl_analyte,1324,"Marcasite, x-ray pm",,,min_MR_x-ray_pm,peak_size,to be added
kssl_analyte,651,Melanic Index,,,Melanic,(NA),Melanic index is an absorbance ratio for melanic Andisols.
kssl_analyte,195,"Melilite, petro_count",,,min_ML_petro_count,count,to be added
kssl_analyte,1325,"Melilite, x-ray pm",,,min_ML_x-ray_pm,peak_size,to be added
kssl_analyte,403,"Mercury, Total",,,hg_tot,mg/kg,Total Hg is the mercury measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,686,"Mercury, Trace Element",,,hg_trelm,ug/kg,Total Hg is the mercury measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1448,"Mercury, X-Ray Flourescence Element",,,hg_pxrf,ppm,Mercury as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,196,"Mica, petro_count",,,min_MI_petro_count,count,to be added
kssl_analyte,452,"Mica, x-ray",,,min_MI_x-ray,peak_size,to be added
kssl_analyte,1326,"Mica, x-ray pm",,,min_MI_x-ray_pm,peak_size,to be added
kssl_analyte,197,"Microcline, petro_count",,,min_FC_petro_count,count,to be added
kssl_analyte,1327,"Microcline, x-ray pm",,,min_FC_x-ray_pm,peak_size,to be added
kssl_analyte,580,micromorphology,,,morph,(NA),"Micromorphology is the study pf microfabrics of soils in their natural, undisturbed arrangement."
kssl_analyte,91,"Mineral Content, Loss on Ignition",,,min_lt2,% wt,"Mineral Content, Loss on Ignition (400 degrees C)(8F1). The mineral content of the <2mm fraction is the gravimetric percent of plant ash and mineral particles that remain after ignition. It is reported on a <2 mm base."
kssl_calc,594,"Mineral Interpretation, clay, Set 1",,,min_interp_c1,(NA),Mineral interpretation from results on clay particle size fraction.
kssl_calc,932,"Mineral Interpretation, clay, Set 2",,,min_interp_c2,(NA),Mineral interpretation from results on clay particle size fraction.
kssl_calc,650,"Mineral Interpretation, coarse silt",,,min_interp_csi,(NA),Mineral interpretation from results on coarse silt particle size fraction.
kssl_calc,651,"Mineral Interpretation, fine sand",,,min_interp_fs,(NA),Mineral interpretation from results on fine sand particle size fraction.
kssl_calc,821,"Mineral Interpretation, GP prep, clay, Set 1",,,min_interp_c1,(NA),Mineral interpretation from results on clay particle size fraction.
kssl_calc,933,"Mineral Interpretation, GP prep, clay, Set 2",,,min_interp_c2,(NA),Mineral interpretation from results on clay particle size fraction.
kssl_calc,953,"Mineral Interpretation, GP prep, clay, Set 3",,,min_interp_c3,(NA),Mineral interpretation from results on clay particle size fraction.
kssl_calc,822,"Mineral Interpretation, GP prep, csi",,,min_interp_csi,(NA),Mineral interpretation from results on coarse silt particle size fraction.
kssl_calc,823,"Mineral Interpretation, GP prep, fs",,,min_interp_fs,(NA),Mineral interpretation from results on fine sand particle size fraction.
kssl_calc,824,"Mineral Interpretation, GP prep, vfs",,,min_interp_vfs,(NA),Mineral interpretation from results on very fine sand particle size fraction.
kssl_calc,951,"Mineral Interpretation, N prep, clay, Set 2",,,min_interp_c2,(NA),Mineral interpretation from results on clay particle size fraction.
kssl_calc,954,"Mineral Interpretation, N prep, clay, Set 3",,,min_interp_c3,(NA),Mineral interpretation from results on clay particle size fraction.
kssl_calc,670,"Mineral Interpretation, N prep, csi",,,min_interp_csi,(NA),Mineral interpretation from results on coarse silt particle size fraction.
kssl_calc,671,"Mineral Interpretation, N prep, fs",,,min_interp_fs,(NA),Mineral interpretation from results on fine sand particle size fraction.
kssl_calc,672,"Mineral Interpretation, N prep, vfs",,,min_interp_vfs,(NA),Mineral interpretation from results on very fine sand particle size fraction.
kssl_calc,952,"Mineral Interpretation, S prep, clay, Set 3",,,min_interp_c3,(NA),Mineral interpretation from results on clay particle size fraction.
kssl_calc,652,"Mineral Interpretation, very fine sand",,,min_interp_vfs,(NA),Mineral interpretation from results on very fine sand particle size fraction.
kssl_analyte,1074,"Molybdenum, Element Mehlich3 Extractable",,,mo_el_meh3,mg/kg,The molybdenum extracted by the Mehlich III solution.
kssl_analyte,886,"Molybdenum, Trace Element",,,mo_trelm,mg/kg,Total Mo is the molybdenum measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1209,"Molybdenum, Water Element",,,mo_wtelm,µg/L,Total Mo is the molybdenum measured in the water sample.
kssl_analyte,1170,"Molybdenum, Water Extractable",,,mo_watx,µg/kg,The molybdenum extracted by the Water solution.
kssl_analyte,1451,"Molybdenum, X-Ray Flourescence Element",,,mo_pxrf,ppm,Molybdenum as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,199,"Monazite, petro_count",,,min_MZ_petro_count,count,to be added
kssl_analyte,1328,"Monazite, x-ray pm",,,min_MZ_x-ray_pm,peak_size,to be added
kssl_analyte,640,"Montmorillonite-Chlorite, petro_count",,,min_MC_petro_count,count,to be added
kssl_analyte,454,"Montmorillonite-Chlorite, x-ray",,,min_MC_x-ray,peak_size,to be added
kssl_analyte,1394,"Montmorillonite-Chlorite, x-ray pm",,,min_MC_x-ray_pm,peak_size,to be added
kssl_analyte,642,"Montmorillonite-Mica, petro_count",,,min_MM_petro_count,count,to be added
kssl_analyte,455,"Montmorillonite-Mica, x-ray",,,min_MM_x-ray,peak_size,to be added
kssl_analyte,1396,"Montmorillonite-Mica, x-ray pm",,,min_MM_x-ray_pm,peak_size,to be added
kssl_analyte,643,"Montmorillonite-Vermiculite, petro_count",,,min_MV_petro_count,count,to be added
kssl_analyte,456,"Montmorillonite-Vermiculite, x-ray",,,min_MV_x-ray,peak_size,to be added
kssl_analyte,1397,"Montmorillonite-Vermiculite, x-ray pm",,,min_MV_x-ray_pm,peak_size,to be added
kssl_analyte,200,"Montmorillonite, petro_count",,,min_MT_petro_count,count,to be added
kssl_analyte,1412,"Montmorillonite, tga",,,min_MT_tga,%,to be added
kssl_analyte,453,"Montmorillonite, x-ray",,,min_MT_x-ray,peak_size,to be added
kssl_analyte,1329,"Montmorillonite, x-ray pm",,,min_MT_x-ray_pm,peak_size,to be added
kssl_analyte,201,"Muscovite, petro_count",,,min_MS_petro_count,count,to be added
kssl_analyte,457,"Muscovite, x-ray",,,min_MS_x-ray,peak_size,to be added
kssl_analyte,1330,"Muscovite, x-ray pm",,,min_MS_x-ray_pm,peak_size,to be added
kssl_analyte,789,"N, Biomass Flush",,,NBiomass,mg/kg,The N in a biomass.
kssl_analyte,799,"Natrojarosite, x-ray",,,min_NJ_x-ray,peak_size,to be added
kssl_analyte,1034,"Natron, x-ray",,,min_NA_x-ray,peak_size,to be added
kssl_analyte,202,"Nepheline, petro_count",,,min_NE_petro_count,count,to be added
kssl_analyte,1331,"Nepheline, x-ray pm",,,min_NE_x-ray_pm,peak_size,to be added
kssl_analyte,1069,"Nickel, Element Mehlich3 Extractable",,,ni_el_meh3,mg/kg,The nickel extracted by the Mehlich III solution.
kssl_analyte,404,"Nickel, Total",,,ni_tot,mg/kg,Total Ni is the nickel measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,687,"Nickel, Trace Element",,,ni_trelm,mg/kg,Total Ni is the nickel measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1211,"Nickel, Water Element",,,ni_wtelm,µg/L,Total Ni is the nickel measured in the water sample.
kssl_analyte,1172,"Nickel, Water Extractable",,,ni_watx,µg/kg,The nickel extracted by the Water solution.
kssl_analyte,1452,"Nickel, X-Ray Flourescence Element",,,ni_pxrf,ppm,Nickel as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,1179,"Nitrate-N, Water Extractable",,,no3_no2_N_watx,µg/kg,The nitrate nitrogen is the fraction in NO3 form. It is extracted by 1M KCl and represents the soluble NO3 that may be subject to leaching.
kssl_analyte,92,"Nitrate, 1M KCl",,,n_no3,mg/kg,The nitrate nitrogen is the fraction in NO3 form. It is extracted by 1M KCl and represents the soluble NO3 that may be subject to leaching.
kssl_analyte,375,"Nitrate, Saturation Extract",,,no3_satx,mmol(-)/L,"Nitrate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,1191,"Nitrate, Water",,,no3_wat,µg/L,Nitrate in the water sample.
kssl_analyte,1150,"Nitrate, water extract",,,no3_N_watx,µg/kg,Nitrate in the water extract. It is reported as meq per liter of extract.
kssl_analyte,376,"Nitrite, Saturation Extract",,,no2_satx,mmol(-)/L,"Nitrite in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,1192,"Nitrite, Water",,,no2_wat,µg/L,Nitrite in the water sample.
kssl_analyte,1151,"Nitrite, water extract",,,no2_N_watx,µg/kg,Nitrite in the water extract. It is reported as meq per liter of extract.
kssl_calc,720,"Nitrogen, Biomass per cm, Field Moist-Set1",,,n_biomass_cm1,kg/ha/cm,The mineralizable nitrogen in a biomass for a given depth interval.
kssl_calc,753,"Nitrogen, Biomass per cm, Field Moist-Set2",,,n_biomass_cm2,kg/ha/cm,The mineralizable nitrogen in a biomass for a given depth interval.
kssl_calc,750,"Nitrogen, Biomass, Field Moist-Set1",,,n_biomass1,kg/ha,The mineralizable nitrogen in a biomass for a given depth interval.
kssl_calc,756,"Nitrogen, Biomass, Field Moist-Set2",,,n_biomass2,kg/ha,The mineralizable nitrogen in a biomass for a given depth interval.
kssl_calc,1383,"Nitrogen, hmin, N Prep",,,Nhmin,% wt,The nitrogen content of the less than 53 micron fraction.
kssl_calc,935,"Nitrogen, hmin, S Prep",,,Nhmin,% wt,The nitrogen content of the less than 53 micron fraction.
kssl_analyte,1409,"Nitrogen, hpom",,,Nhpom,% wt,The nitrogen content of the particulate organic matter (>53 micron)
kssl_calc,714,"Nitrogen, Mineral per cm, Field Moist",,,n_min_cm,kg/ha/cm,The nitrogen content of the less than 53 micron fraction.
kssl_calc,727,"Nitrogen, Mineral, Field Moist",,,n_min,kg/ha,The nitrogen content of the less than 53 micron fraction in a given depth interval.
kssl_analyte,93,"Nitrogen, Mineralizable",,,n_minr,mg/kg,Mineralizable nitrogen is the fraction converted from organic to mineral form by aerobic incubation. It is an index of availability of soil N.
kssl_analyte,690,"Nitrogen, Mineralizable (EPA)",,,n_minr2,mg/L,Mineralizable nitrogen is the fraction converted from organic to mineral form by anaerobic incubation. It is an index of availability of soil N.
kssl_analyte,784,"Nitrogen, plants",,,Nplant,%,The nitrogen content of the plant material.
kssl_analyte,773,"Nitrogen, pom",,,Npom,g/g,The nitrogen content of the particulate organic matter (<53 micron)
kssl_analyte,777,"Nitrogen, pom mineral",,,Nmin,g/g,The nitrogen content of the mineral particulate matter (>53 micron)
kssl_calc,711,"Nitrogen, POM per cm, Field Moist",,,n_pom_cm,kg/ha/cm,The nitrogen content of the greater than 53 micron fraction.
kssl_calc,723,"Nitrogen, POM, Field Moist",,,n_pom,kg/ha,The nitrogen content of the greater than 53 micron fraction in a given depth interval.
kssl_analyte,780,"Nitrogen, root",,,Nroot,%,The nitrogen content of the roots
kssl_analyte,94,"Nitrogen, Total",,,n_tot,% wt,"The total (organic+inorganic) nitrogen in a sample supplies inferences on the soil potential to supply nitrogen to plants, and is used to determine C_N_RA and nitrogen distribution in a profile. It is reported as gravimetric percent on a <2 mm base.  Det"
kssl_analyte,623,"Nitrogen, Total NCS",,,n_tot_ncs,% wt,"Total nitrogen is a measure of all organic and inorganic nitrogen, including that found in nitrogen minerals."
kssl_analyte,203,"Non-Crystalline, petro_count",,,min_NX_petro_count,count,to be added
kssl_analyte,458,"Non-Crystalline, x-ray",,,min_NX_x-ray,peak_size,to be added
kssl_analyte,1332,"Non-Crystalline, x-ray pm",,,min_NX_x-ray_pm,peak_size,to be added
kssl_analyte,204,"Oligoclase, petro_count",,,min_FO_petro_count,count,to be added
kssl_analyte,459,"Oligoclase, x-ray",,,min_FO_x-ray,peak_size,to be added
kssl_analyte,1333,"Oligoclase, x-ray pm",,,min_FO_x-ray_pm,peak_size,to be added
kssl_analyte,205,"Olivine, petro_count",,,min_OV_petro_count,count,to be added
kssl_analyte,1334,"Olivine, x-ray pm",,,min_OV_x-ray_pm,peak_size,to be added
kssl_analyte,206,"Opaques, petro_count",,,min_OP_petro_count,count,to be added
kssl_analyte,1335,"Opaques, x-ray pm",,,min_OP_x-ray_pm,peak_size,to be added
kssl_analyte,478,"Optical Density, Oxalate Extract",,,optd_ox,(NA),Ammonium oxalate optical density is a measure of the light blocking capacity of the extract. It relates to the amount of noncrystalline materials dissolved by the solution.
kssl_calc,1063,"Organic Carbon, Est, to 40 cm, Weighted Average, GP Prep",,,eoc_40cm_wtavg,% wt,Weighted average estimated organic carbon for top 40 cm
kssl_calc,1062,"Organic Carbon, Est, to 40 cm, Weighted Average, N Prep",,,eoc_40cm_wtavg,% wt,Weighted average estimated organic carbon for top 40 cm
kssl_calc,1061,"Organic Carbon, Est, to 40 cm, Weighted Average, S Prep",,,eoc_40cm_wtavg,% wt,Weighted average estimated organic carbon for top 40 cm
kssl_analyte,207,"Orthoclase, petro_count",,,min_FR_petro_count,count,to be added
kssl_analyte,460,"Orthoclase, x-ray",,,min_FR_x-ray,peak_size,to be added
kssl_analyte,1336,"Orthoclase, x-ray pm",,,min_FR_x-ray_pm,peak_size,to be added
kssl_analyte,208,"Other Resistant Minerals, petro_count",,,min_OR_petro_count,count,to be added
kssl_analyte,1337,"Other Resistant Minerals, x-ray pm",,,min_OR_x-ray_pm,peak_size,to be added
kssl_analyte,209,"Other Weatherable Minerals, petro_count",,,min_OW_petro_count,count,to be added
kssl_analyte,1338,"Other Weatherable Minerals, x-ray pm",,,min_OW_x-ray_pm,peak_size,to be added
kssl_analyte,106,"Other, glass count",,,min_OT_glass_count,%,To Be Added
kssl_analyte,210,"Other, petro_count",,,min_OT_petro_count,count,to be added
kssl_analyte,1339,"Other, x-ray pm",,,min_OT_x-ray_pm,peak_size,to be added
kssl_analyte,1498,"p-nitrophenol, Acid Phosphatase",,,PNitroAcPho,mg/kg/hr,The p-nitrophenol content based on Acid Phosphatase calibration.
kssl_analyte,1497,"p-nitrophenol, Alkaline Phosphatase",,,PNitroAlPho,mg/kg/hr,The p-nitrophenol content based on Alkaline Phosphatase calibration.
kssl_analyte,1496,"p-nitrophenol, Arylsulfatase",,,PNitroArylS,mg/kg/hr,The p-nitrophenol content based on Arylsulfatase calibration.
kssl_analyte,1495,"p-nitrophenol, ß-Glucoaminidase",,,PNitroBGluA,mg/kg/hr,The p-nitrophenol content based on ß-Glucoaminidase calibration.
kssl_analyte,1406,"p-nitrophenol, ß-Glucosidase",,,PNitroBGlu,mg/kg/hr,The p-nitrophenol content based on ß-Glucosidase calibration.
kssl_analyte,1037,"Palagonite, glass_count",,,min_PA_glass_count,%,Palagonite percentage of
kssl_analyte,644,"Palagonite, petro_count",,,min_PA_petro_count,count,to be added
kssl_analyte,1398,"Palagonite, x-ray pm",,,min_PA_x-ray_pm,peak_size,to be added
kssl_analyte,645,"Palygorskite, petro_count",,,min_PG_petro_count,count,to be added
kssl_analyte,1413,"Palygorskite, tga",,,min_PG_tga,%,to be added
kssl_analyte,461,"Palygorskite, x-ray",,,min_PG_x-ray,peak_size,to be added
kssl_analyte,1399,"Palygorskite, x-ray pm",,,min_PG_x-ray_pm,peak_size,to be added
kssl_analyte,1011,"Paragonite, x-ray",,,min_PT_x-ray,peak_size,to be added
kssl_analyte,262,Particle density <2 mm,,,pd_l2,g/cc,"Particle density <2mm fraction is the density of the <2 mm diameter particles. It is reported as grams per cubic centimeter of particles. If blank, a value of 2.65 g/cc is assumed for calculations."
kssl_analyte,263,Particle density >2 mm,,,pd_g2,g/cc,Particle density >2mm is the density of the >2 mm diameter particles. It is reported as grams per cubic centimeter of particles.
